Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score,transaction_date,country,currency,channel,merchant_category,payment_gateway,is_international,etl_load_date,data_source
713634108,50,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,56630,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
718244958,44,F,3,Graduate,Single,NY,91750,yes,no,no,cellular,Retirees,19746,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
822898758,48,F,4,Graduate,Married,FL,91750,yes,no,no,cellular,Govt,35640,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
710621283,43,F,3,Graduate,Single,TX,91750,no,no,no,unknown,Blue-collar,44964,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
787454133,48,M,3,Doctorate,Married,FL,91750,no,no,no,telephone,Blue-collar,77870,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
717721458,49,F,4,High School,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,29693,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
752952108,43,F,3,High School,Married,GA,91750,no,no,no,cellular,White-collar,14975,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
716545383,60,F,0,High School,Single,NJ,91750,no,no,no,unknown,Selfemployeed,7865,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
778952058,46,F,1,Graduate,Married,TX,91750,no,yes,yes,unknown,Govt,37336,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
793412958,48,M,3,Graduate,Married,CA,91750,no,yes,no,cellular,Retirees,59734,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
719401158,61,M,0,Graduate,Single,TX,91750,no,no,no,telephone,Businessman,107430,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
712609533,53,M,1,Unknown,Married,CA,90250,no,yes,no,unknown,White-collar,131393,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
715705683,48,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,69340,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
709413933,50,F,3,Graduate,Single,CO,91750,no,no,no,unknown,Blue-collar,18493,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
788739633,41,F,3,Graduate,Married,CA,91750,yes,yes,yes,unknown,Retirees,22223,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
779116158,57,M,0,Uneducated,Married,NY,91750,yes,no,no,cellular,Selfemployeed,58020,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
775198608,37,F,2,High School,Married,TX,91750,no,no,no,telephone,Businessman,19426,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708976908,45,F,3,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,22074,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
719737833,52,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,15684,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708158133,51,F,2,Uneducated,Single,NY,91750,yes,no,no,cellular,Selfemployeed,23215,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
711466533,47,F,3,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,14975,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
709143183,43,F,3,Uneducated,Single,NY,91750,no,no,no,cellular,Businessman,29424,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
716094333,43,F,3,Graduate,Married,NY,91750,yes,no,no,telephone,White-collar,32109,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
800869758,51,F,3,High School,Single,TX,91750,no,no,no,unknown,White-collar,46414,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
825756333,54,F,1,Graduate,Single,FL,91750,yes,no,no,unknown,Businessman,21805,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
719595708,45,F,2,Unknown,Married,NY,91750,yes,yes,no,cellular,Businessman,206617,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
719437908,45,F,2,Graduate,Married,TX,91750,yes,yes,no,cellular,Retirees,15436,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
719038008,51,M,3,High School,Married,TX,91750,no,no,no,telephone,Retirees,81943,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
769883733,50,F,2,Uneducated,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,21500,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
802875333,50,F,3,Unknown,Single,CA,91750,yes,no,no,cellular,Blue-collar,36797,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
719628033,49,F,4,High School,Single,CA,91750,no,yes,no,cellular,Govt,28213,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
709276908,50,F,1,Graduate,Single,NY,91750,no,yes,no,unknown,White-collar,46944,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
785432733,49,F,3,Uneducated,Single,NY,91750,no,no,no,unknown,Selfemployeed,5225,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
713017758,34,M,3,Graduate,Married,FL,91750,no,no,no,cellular,Businessman,91706,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
712263258,61,F,0,Graduate,Married,NJ,91750,no,yes,no,cellular,Blue-collar,36780,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
714738858,45,M,2,Graduate,Single,TX,91750,no,yes,no,cellular,Blue-collar,71366,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
711647808,42,M,3,Unknown,Married,NY,91750,no,yes,no,cellular,Selfemployeed,61221,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
709261383,42,M,1,Uneducated,Unknown,CA,91750,yes,no,yes,telephone,Govt,88043,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
719797758,49,M,2,Uneducated,Married,TX,91750,no,yes,yes,unknown,Businessman,85797,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
709996833,45,M,2,Uneducated,Unknown,NJ,91750,no,no,no,cellular,Businessman,104586,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
712507758,48,M,3,Graduate,Single,CA,91750,no,no,no,cellular,Businessman,99638,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
788890533,57,F,4,Post-Graduate,Married,NY,91750,no,no,no,cellular,Businessman,140053,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708323208,45,F,5,Doctorate,Married,TX,91750,no,no,yes,unknown,Businessman,24058,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
711351108,40,M,4,Post-Graduate,Married,NY,91750,no,no,yes,cellular,Retirees,73577,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
709520058,47,F,2,Graduate,Single,TX,91750,no,no,no,cellular,Govt,20395,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
714647808,46,M,2,Graduate,Single,NY,91750,no,no,no,telephone,Blue-collar,71719,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
788856408,34,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,55733,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
779236083,46,F,3,Graduate,Single,TX,91750,yes,no,no,unknown,Blue-collar,27167,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
720294258,39,M,4,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Govt,72094,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708809283,35,F,3,Unknown,Married,NY,91750,no,yes,no,unknown,Blue-collar,27044,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
778447908,45,F,3,High School,Single,FL,91750,yes,no,no,cellular,White-collar,51364,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
711838008,55,M,2,Graduate,Single,FL,91750,yes,no,no,telephone,White-collar,118490,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
711325308,56,M,2,Uneducated,Married,FL,91750,no,no,no,cellular,Businessman,81802,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
714547458,40,F,1,High School,Single,CA,91750,no,no,no,telephone,White-collar,18866,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
788979258,48,F,3,Post-Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,11406,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
715057383,50,F,2,Uneducated,Married,CA,91750,yes,no,no,cellular,Selfemployeed,44566,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
770938533,46,M,4,Graduate,Single,NJ,91750,no,yes,no,cellular,Retirees,45164,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
718870158,44,F,3,Uneducated,Unknown,FL,91750,no,no,no,cellular,White-collar,15516,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
713572683,43,F,3,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,10361,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
713464983,49,F,1,Unknown,Married,CA,91750,no,yes,no,cellular,Selfemployeed,37807,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
718301508,30,F,0,Uneducated,Married,TX,91750,no,yes,no,cellular,Blue-collar,14510,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
721313808,46,M,2,Graduate,Married,CA,91750,no,no,no,cellular,Govt,64932,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708295533,55,M,2,Unknown,Single,FL,91750,no,no,no,cellular,Blue-collar,10119,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708759408,48,F,3,Post-Graduate,Unknown,NY,91750,no,no,no,cellular,Businessman,201292,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
716977758,43,F,5,Graduate,Married,NY,91750,no,no,no,cellular,Govt,18373,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
810586833,36,F,0,Unknown,Married,CA,91750,no,no,no,cellular,Businessman,37254,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708724908,38,F,3,Unknown,Married,FL,91750,no,yes,no,cellular,Govt,50635,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
779126658,42,F,4,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,25491,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
709170108,52,F,2,Graduate,Single,CA,91750,yes,no,no,unknown,Selfemployeed,14975,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
716643033,38,F,3,Graduate,Married,NY,91750,yes,no,no,cellular,Govt,34052,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
710299608,56,F,1,Uneducated,Married,PA,91750,no,no,no,cellular,Selfemployeed,2565,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
794191008,33,M,1,Unknown,Married,CA,91750,yes,yes,no,cellular,Retirees,104738,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
718518858,44,M,2,Graduate,Unknown,NV,91750,no,no,no,cellular,Businessman,91678,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
789717708,40,F,3,High School,Single,NY,91750,no,yes,no,cellular,Govt,52699,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
779808333,52,F,1,Uneducated,Single,SC,91750,no,no,no,telephone,Businessman,216542,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
753094533,36,F,1,Post-Graduate,Married,CA,91750,yes,no,no,unknown,Blue-collar,38395,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
719545983,44,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,Retirees,78691,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
820587258,48,M,2,Graduate,Married,NY,91750,no,no,no,cellular,Blue-collar,115732,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
720906033,57,F,3,High School,Married,MN,91750,no,no,yes,cellular,White-collar,34097,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
779474958,44,F,4,Graduate,Single,NJ,91750,no,no,yes,cellular,Retirees,22453,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
782548758,31,M,1,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,100466,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
711622683,35,F,1,Graduate,Single,CA,91750,no,yes,no,unknown,Selfemployeed,14975,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
823149483,43,M,2,High School,Single,NJ,91750,no,no,no,cellular,Businessman,72387,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
714986583,44,M,3,High School,Single,FL,91750,no,no,no,telephone,Retirees,90444,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
803148033,42,F,2,Uneducated,Married,NJ,91750,no,yes,no,cellular,Selfemployeed,14975,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
712659408,33,M,3,High School,Married,FL,91750,no,yes,no,cellular,Govt,69431,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
714466458,54,F,0,Graduate,Married,NY,91750,yes,yes,no,unknown,Govt,37006,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
713977308,47,M,4,Graduate,Unknown,NY,91750,no,no,no,unknown,Businessman,42831,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
717231558,45,M,4,Graduate,Married,NY,91750,no,no,no,cellular,Businessman,81141,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
713929533,39,F,1,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,20925,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
715020933,40,M,2,High School,Unknown,TX,91750,yes,no,no,cellular,White-collar,118799,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
772687983,49,M,5,Graduate,Married,TX,91750,yes,yes,no,cellular,Blue-collar,79307,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708154833,40,F,3,Graduate,Married,NJ,91750,yes,yes,no,cellular,Govt,25835,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708161133,49,F,2,Unknown,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,44555,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
717332733,38,F,1,Post-Graduate,Single,NY,91750,no,no,yes,cellular,Govt,33007,5,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
720656883,61,M,2,High School,Single,FL,91750,no,yes,yes,cellular,Selfemployeed,70360,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
715921758,48,F,5,Unknown,Married,CA,91750,no,yes,no,cellular,Businessman,33298,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
821813058,38,M,3,Graduate,Married,CA,91750,no,no,no,telephone,Blue-collar,82011,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
717255333,44,F,4,Graduate,Married,CA,91750,yes,yes,yes,cellular,Blue-collar,31904,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
716453883,45,M,3,Graduate,Married,TX,91750,no,no,no,telephone,Businessman,61754,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
715609533,51,F,1,High School,Married,TX,91750,yes,no,no,cellular,Businessman,17814,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708862233,35,M,3,Doctorate,Married,TX,91750,no,yes,no,unknown,Blue-collar,94935,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
794545983,42,F,4,High School,Married,CA,91750,no,no,no,cellular,Blue-collar,13423,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
719584608,50,F,1,High School,Married,TX,91750,no,no,no,cellular,Govt,53874,4,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
