Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score,transaction_date,country,currency,channel,merchant_category,payment_gateway,is_international,etl_load_date,data_source
708158133,51,F,2,Uneducated,Single,NY,91750,yes,no,no,cellular,Selfemployeed,23215,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708160008,60,M,0,Graduate,Single,CA,91750,no,no,no,cellular,Businessman,103581,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708161133,49,F,2,Unknown,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,44555,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708162558,43,F,5,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,12381,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708163758,54,M,1,Graduate,Single,NY,91750,no,yes,no,unknown,White-collar,123809,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708170508,32,F,0,Graduate,Married,FL,91750,yes,no,no,unknown,Selfemployeed,14975,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708171858,52,F,3,Graduate,Married,NY,91750,no,yes,no,unknown,Businessman,30586,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708173433,43,F,1,Graduate,Single,CA,91750,no,no,no,unknown,Retirees,28367,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708174708,49,F,0,Graduate,Single,NY,91750,yes,no,no,cellular,White-collar,15355,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708176208,49,F,1,Uneducated,Married,CA,91750,no,no,no,cellular,Govt,53428,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708177333,42,F,3,Graduate,Single,CA,91750,yes,yes,no,unknown,Selfemployeed,7865,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708178608,48,F,3,Unknown,Unknown,FL,91750,no,no,no,cellular,Blue-collar,54304,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708185208,47,F,2,Doctorate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,20100,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708186933,47,F,4,Unknown,Unknown,CA,91750,no,yes,no,cellular,Blue-collar,24295,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708190158,47,F,3,Unknown,Single,NY,91750,no,yes,no,unknown,Govt,32103,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708193008,53,F,2,Graduate,Married,CA,91750,no,no,yes,telephone,Selfemployeed,14975,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708195633,47,F,4,High School,Married,TX,91750,yes,yes,no,unknown,Selfemployeed,27517,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708197358,42,M,1,Uneducated,Married,AK,99504,no,no,yes,cellular,Govt,107887,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708204033,53,M,2,Graduate,Married,CA,91750,yes,no,yes,cellular,Selfemployeed,51233,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708205083,54,M,2,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,79516,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708207783,48,M,1,Graduate,Married,NY,91750,no,yes,no,cellular,Blue-collar,73959,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708208758,42,F,3,Doctorate,Single,FL,91750,yes,yes,no,cellular,Blue-collar,23377,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708211383,44,F,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Retirees,44883,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708212658,40,F,3,High School,Single,TX,91750,no,no,yes,unknown,Retirees,16041,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708216108,58,F,1,Unknown,Married,NY,91750,no,yes,no,cellular,Businessman,24221,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708217758,57,F,1,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,14975,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708219108,38,M,2,Graduate,Married,CA,91750,yes,no,no,cellular,Blue-collar,102561,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708219858,53,F,1,Graduate,Unknown,CA,91750,no,yes,no,cellular,White-collar,56697,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708222558,60,F,1,Uneducated,Single,NJ,91750,no,no,no,cellular,Retirees,53022,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708223383,51,F,3,Uneducated,Married,NY,91750,yes,no,yes,cellular,Businessman,32013,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708224133,39,M,4,Graduate,Single,NJ,91750,yes,no,no,cellular,Selfemployeed,62192,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708225483,38,F,2,Post-Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,55061,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708226833,50,M,2,High School,Married,NY,91750,no,no,no,unknown,Businessman,127461,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708229308,37,M,1,Uneducated,Single,NY,91750,yes,no,no,cellular,Businessman,100839,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708231183,39,F,1,Uneducated,Single,CA,91750,no,no,no,unknown,Retirees,31127,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708234558,62,M,0,High School,Single,TX,91750,no,yes,no,cellular,Selfemployeed,67827,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708238833,38,F,2,High School,Married,NY,91750,no,yes,no,cellular,Blue-collar,12994,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708241233,38,F,1,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,5225,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708242283,44,F,1,Unknown,Single,TX,91750,no,yes,yes,cellular,Govt,35755,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708243483,60,F,2,High School,Single,TX,91750,yes,no,no,cellular,Retirees,24156,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708244458,26,M,0,Graduate,Single,NY,91750,no,yes,no,cellular,White-collar,37888,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708245808,41,M,0,High School,Unknown,FL,91750,yes,yes,no,telephone,Businessman,145701,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708248358,61,F,2,Graduate,Married,CA,90094,yes,no,no,unknown,Businessman,186885,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708249708,39,F,2,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,14975,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708252108,50,F,1,Graduate,Single,FL,91750,no,yes,no,cellular,Selfemployeed,49229,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708253458,45,M,2,Unknown,Married,CA,91750,no,yes,no,cellular,Govt,81622,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708254733,56,M,2,Graduate,Married,CA,91750,no,no,no,unknown,Blue-collar,95152,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708255633,47,F,3,Graduate,Single,FL,91750,yes,yes,no,telephone,Blue-collar,35666,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708260208,48,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,57686,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708266883,37,F,2,Graduate,Married,TX,91750,no,yes,yes,cellular,Selfemployeed,25423,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708267858,33,F,4,High School,Single,NJ,91750,no,no,no,cellular,Selfemployeed,21500,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708269583,41,F,1,High School,Single,NY,91750,no,no,no,cellular,White-collar,47653,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708271833,48,F,3,Graduate,Married,CA,91750,no,yes,yes,unknown,Govt,37680,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708272808,41,F,2,Unknown,Single,FL,91750,yes,yes,no,cellular,White-collar,38560,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708273858,39,F,1,Graduate,Single,NY,91750,no,no,no,cellular,White-collar,41203,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708276183,54,F,2,Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708281433,40,F,3,Uneducated,Single,NY,91750,yes,no,no,cellular,Businessman,43626,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708285108,44,M,4,Unknown,Married,TX,91750,yes,no,no,cellular,White-collar,131861,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708286683,38,M,1,Graduate,Unknown,FL,91750,yes,no,no,cellular,White-collar,83306,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708288108,29,M,0,Graduate,Single,NJ,91750,no,no,no,cellular,Selfemployeed,1250,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708290208,63,F,2,Graduate,Single,NY,91750,yes,no,no,cellular,White-collar,34835,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708291633,54,M,1,Unknown,Single,FL,91750,no,no,no,cellular,Businessman,92894,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708292833,41,F,2,Graduate,Married,CA,91750,yes,no,no,cellular,Govt,32170,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708295533,55,M,2,Unknown,Single,FL,91750,no,no,no,cellular,Blue-collar,10119,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708296883,31,F,1,Graduate,Single,CA,91750,no,yes,yes,unknown,Selfemployeed,8250,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708298233,44,F,4,High School,Married,NJ,91750,no,no,no,unknown,Blue-collar,15092,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708300483,46,F,4,Doctorate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,1250,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708301683,40,M,4,High School,Unknown,NY,91750,no,yes,no,cellular,Govt,110415,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708303108,36,M,3,High School,Married,NJ,91750,yes,yes,no,cellular,Govt,86574,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708307533,37,M,4,Post-Graduate,Married,NY,91750,yes,no,no,cellular,Govt,51165,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708313608,59,F,1,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,21659,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708314808,49,F,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708316008,43,F,5,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,15806,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708319908,56,M,1,Graduate,Single,TX,91750,yes,yes,no,unknown,Govt,116230,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708323208,45,F,5,Doctorate,Married,TX,91750,no,no,yes,unknown,Businessman,24058,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708324483,63,M,0,Unknown,Unknown,CA,91750,no,no,yes,cellular,Selfemployeed,61485,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708330858,51,F,2,Graduate,Married,TX,91750,no,no,no,unknown,Selfemployeed,1250,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708331758,42,F,3,High School,Single,NY,91750,no,no,yes,telephone,Businessman,41112,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708332808,49,F,4,Uneducated,Married,TX,91750,no,no,no,cellular,Businessman,166923,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708334158,51,F,1,Uneducated,Single,NY,91750,yes,yes,no,unknown,White-collar,34512,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708337683,27,M,0,Graduate,Married,MI,91750,no,no,yes,cellular,Selfemployeed,42779,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708338958,42,M,2,High School,Unknown,FL,91750,no,no,no,cellular,Blue-collar,42334,3,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708340758,53,M,3,Graduate,Single,NY,91750,yes,no,no,cellular,Businessman,111220,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708341958,48,M,4,Unknown,Married,TX,91750,no,yes,no,cellular,Blue-collar,64665,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708344358,44,F,4,High School,Single,CA,91750,no,yes,yes,cellular,Selfemployeed,11638,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708347583,39,F,0,Graduate,Married,CA,91750,no,yes,no,unknown,Blue-collar,16112,2,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708354858,41,M,2,Graduate,Married,CA,91750,no,no,no,telephone,Businessman,111730,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
708355683,46,F,4,Unknown,Single,NJ,91750,no,no,yes,unknown,Govt,34013,1,2026-02-01 15:40:02.604754,India,INR,Online,Retail,VISA,0,2026-02-01 15:40:02.613114,Synthetic_Credit_Card_ADF
